-10 0
-9.79798 0
-9.59596 0
-9.39394 0
-9.19192 0
-8.9899 0
-8.78788 0
-8.58586 0
-8.38384 0
-8.18182 0
-7.9798 0
-7.77778 0
-7.57576 0
-7.37374 0
-7.17172 0
-6.9697 0
-6.76768 0
-6.56566 0
-6.36364 0
-6.16162 0
-5.9596 0
-5.75758 0
-5.55556 0
-5.35354 0
-5.15152 0
-4.94949 0
-4.74747 0
-4.54545 0
-4.34343 0
-4.14141 0
-3.93939 0
-3.73737 0
-3.53535 0
-3.33333 0
-3.13131 0
-2.92929 0
-2.72727 0
-2.52525 0
-2.32323 0
-2.12121 0
-1.91919 0
-1.71717 0
-1.51515 0
-1.31313 0
-1.11111 0
-0.909091 0
-0.707071 0
-0.505051 0
-0.30303 0
-0.10101 0
0.10101 0
0.30303 0
0.505051 0
0.707071 0
0.909091 0
1.11111 0
1.31313 0
1.51515 0
1.71717 0
1.91919 0
2.12121 0
2.32323 0
2.52525 0
2.72727 0
2.92929 0
3.13131 0
3.33333 0
3.53535 0
3.73737 0
3.93939 0
4.14141 0
4.34343 0
4.54545 0
4.74747 0
4.94949 0
5.15152 0
5.35354 0
5.55556 0
5.75758 0
5.9596 0
6.16162 0
6.36364 0
6.56566 0
6.76768 0
6.9697 0
7.17172 0
7.37374 0
7.57576 0
7.77778 0
7.9798 0
8.18182 0
8.38384 0
8.58586 0
8.78788 0
8.9899 0
9.19192 0
9.39394 0
9.59596 0
9.79798 0
10 0
